ID,Label,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_22_CONG_Total,E_22_CONG_Dem,E_22_CONG_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,E_24_CONG_Total,E_24_CONG_Dem,E_24_CONG_Rep
0,Un,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,731203,498807,59591,137077,20720,15289,1603,570538,405889,38918,99209,14413,10965,1048,310262,132131,172675,383012,171778,204859,271999,115540,153348,401148,171283,223769,391505,162856,227871
2,2,731203,446768,51434,198945,21602,16743,1489,563028,360714,33556,142949,15340,12326,1039,311092,130786,174743,366484,160980,199792,244599,97414,146839,365657,154598,205591,354978,142830,211350
3,3,731204,524457,42512,137366,11378,15656,890,577297,427484,27422,101520,8411,11995,575,291872,88660,198613,348371,106466,236993,193732,0,189147,356551,99238,252775,346868,87779,248556
4,4,731204,468620,77653,148194,24037,15395,1218,565412,379099,50888,107592,17341,11342,780,288566,109701,173235,347051,138166,202526,181252,10,164574,354171,132503,215950,346266,128917,206836
5,5,731204,468920,39825,188617,18837,16711,1042,562685,374151,25482,138774,12693,11840,681,302318,121084,176405,365470,147082,213494,240666,82945,154063,373037,141484,226482,359392,130601,228227
6,6,731204,304061,45619,358538,15872,12507,1473,586760,261421,31196,275133,12439,9509,1030,291706,189704,98062,336372,219791,111767,210995,130756,80010,312822,189674,118149,305591,181952,112180
7,7,731203,466919,36204,201791,11220,15810,1022,588740,395217,23662,149479,8195,11752,693,300403,120932,176079,366569,147278,215672,253581,88911,164276,384754,139672,241031,370304,129513,240309
